species_id	run_ids	reads_size	rnaseq_lib_path	transcriptome_path	annotation_path	output_directory	custom_intergenic_path
9606		125	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive//FASTQ/scRNAseq/Full_length//EXPERIMENTS/ERP124448/ERX4597163	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive///rna_seq/GTF_16/Homo_sapiens.GRCh38.transcriptome_wo_intergenic.fa	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive///rna_seq/GTF_16/Homo_sapiens.GRCh38.gtf	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive//bgee_v16_0/scRNA-Seq_all_results/FULL_LENGTH/BgeeCall/ERX4597163	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive//bgee_v16_0/rna_seq/ref_intergenic_16/9606_intergenic.fa.gz
9606		125	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive//FASTQ/scRNAseq/Full_length//EXPERIMENTS/ERP124448/ERX4597321	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive///rna_seq/GTF_16/Homo_sapiens.GRCh38.transcriptome_wo_intergenic.fa	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive///rna_seq/GTF_16/Homo_sapiens.GRCh38.gtf	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive//bgee_v16_0/scRNA-Seq_all_results/FULL_LENGTH/BgeeCall/ERX4597321	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive//bgee_v16_0/rna_seq/ref_intergenic_16/9606_intergenic.fa.gz
9606		125	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive//FASTQ/scRNAseq/Full_length//EXPERIMENTS/ERP124448/ERX4597580	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive///rna_seq/GTF_16/Homo_sapiens.GRCh38.transcriptome_wo_intergenic.fa	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive///rna_seq/GTF_16/Homo_sapiens.GRCh38.gtf	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive//bgee_v16_0/scRNA-Seq_all_results/FULL_LENGTH/BgeeCall/ERX4597580	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive//bgee_v16_0/rna_seq/ref_intergenic_16/9606_intergenic.fa.gz
9606		125	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive//FASTQ/scRNAseq/Full_length//EXPERIMENTS/ERP124448/ERX4597646	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive///rna_seq/GTF_16/Homo_sapiens.GRCh38.transcriptome_wo_intergenic.fa	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive///rna_seq/GTF_16/Homo_sapiens.GRCh38.gtf	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive//bgee_v16_0/scRNA-Seq_all_results/FULL_LENGTH/BgeeCall/ERX4597646	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive//bgee_v16_0/rna_seq/ref_intergenic_16/9606_intergenic.fa.gz
9606		125	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive//FASTQ/scRNAseq/Full_length//EXPERIMENTS/ERP124448/ERX4597764	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive///rna_seq/GTF_16/Homo_sapiens.GRCh38.transcriptome_wo_intergenic.fa	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive///rna_seq/GTF_16/Homo_sapiens.GRCh38.gtf	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive//bgee_v16_0/scRNA-Seq_all_results/FULL_LENGTH/BgeeCall/ERX4597764	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive//bgee_v16_0/rna_seq/ref_intergenic_16/9606_intergenic.fa.gz
7227		100	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive//FASTQ/scRNAseq/Full_length//EXPERIMENTS/ERP130174/ERX5777701	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive///rna_seq/GTF_16/Drosophila_melanogaster.BDGP6.46.transcriptome_wo_intergenic.fa	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive///rna_seq/GTF_16/Drosophila_melanogaster.BDGP6.46.gtf	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive//bgee_v16_0/scRNA-Seq_all_results/FULL_LENGTH/BgeeCall/ERX5777701	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive//bgee_v16_0/rna_seq/ref_intergenic_16/7227_intergenic.fa.gz
7227		100	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive//FASTQ/scRNAseq/Full_length//EXPERIMENTS/ERP130174/ERX5777703	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive///rna_seq/GTF_16/Drosophila_melanogaster.BDGP6.46.transcriptome_wo_intergenic.fa	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive///rna_seq/GTF_16/Drosophila_melanogaster.BDGP6.46.gtf	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive//bgee_v16_0/scRNA-Seq_all_results/FULL_LENGTH/BgeeCall/ERX5777703	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive//bgee_v16_0/rna_seq/ref_intergenic_16/7227_intergenic.fa.gz
7227		100	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive//FASTQ/scRNAseq/Full_length//EXPERIMENTS/ERP130174/ERX5777707	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive///rna_seq/GTF_16/Drosophila_melanogaster.BDGP6.46.transcriptome_wo_intergenic.fa	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive///rna_seq/GTF_16/Drosophila_melanogaster.BDGP6.46.gtf	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive//bgee_v16_0/scRNA-Seq_all_results/FULL_LENGTH/BgeeCall/ERX5777707	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive//bgee_v16_0/rna_seq/ref_intergenic_16/7227_intergenic.fa.gz
7227		100	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive//FASTQ/scRNAseq/Full_length//EXPERIMENTS/ERP130174/ERX5777710	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive///rna_seq/GTF_16/Drosophila_melanogaster.BDGP6.46.transcriptome_wo_intergenic.fa	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive///rna_seq/GTF_16/Drosophila_melanogaster.BDGP6.46.gtf	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive//bgee_v16_0/scRNA-Seq_all_results/FULL_LENGTH/BgeeCall/ERX5777710	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive//bgee_v16_0/rna_seq/ref_intergenic_16/7227_intergenic.fa.gz
7227		100	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive//FASTQ/scRNAseq/Full_length//EXPERIMENTS/ERP130174/ERX5777712	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive///rna_seq/GTF_16/Drosophila_melanogaster.BDGP6.46.transcriptome_wo_intergenic.fa	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive///rna_seq/GTF_16/Drosophila_melanogaster.BDGP6.46.gtf	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive//bgee_v16_0/scRNA-Seq_all_results/FULL_LENGTH/BgeeCall/ERX5777712	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive//bgee_v16_0/rna_seq/ref_intergenic_16/7227_intergenic.fa.gz
