species_id	run_ids	reads_size	rnaseq_lib_path	transcriptome_path	annotation_path	output_directory	custom_intergenic_path
10090		125	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive/FASTQ/scRNAseq/Full_length/ERX1226326	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive/rna_seq/GTF_15/Mus_musculus.GRCm38.transcriptome_wo_intergenic.fa	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive/rna_seq/GTF_15/Mus_musculus.GRCm38.transcriptome.gtf	/scratch/beegfs/FAC/FBM/DEE/bgee_sensitive/bgee_v15_0/scRNA-Seq_all_results_bgee_v15_0/FULL_LENGTH/BgeeCall/ERX1226326	/scratch/beegfs/FAC/FBM/DEE/bgee_sensitive/bgee_v15_0/rna_seq/ref_intergenic_15/10090_intergenic.fa.gz
10090		125	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive/FASTQ/scRNAseq/Full_length/ERX1226327	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive/rna_seq/GTF_15/Mus_musculus.GRCm38.transcriptome_wo_intergenic.fa	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive/rna_seq/GTF_15/Mus_musculus.GRCm38.transcriptome.gtf	/scratch/beegfs/FAC/FBM/DEE/bgee_sensitive/bgee_v15_0/scRNA-Seq_all_results_bgee_v15_0/FULL_LENGTH/BgeeCall/ERX1226327	/scratch/beegfs/FAC/FBM/DEE/bgee_sensitive/bgee_v15_0/rna_seq/ref_intergenic_15/10090_intergenic.fa.gz
10090		125	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive/FASTQ/scRNAseq/Full_length/ERX1226328	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive/rna_seq/GTF_15/Mus_musculus.GRCm38.transcriptome_wo_intergenic.fa	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive/rna_seq/GTF_15/Mus_musculus.GRCm38.transcriptome.gtf	/scratch/beegfs/FAC/FBM/DEE/bgee_sensitive/bgee_v15_0/scRNA-Seq_all_results_bgee_v15_0/FULL_LENGTH/BgeeCall/ERX1226328	/scratch/beegfs/FAC/FBM/DEE/bgee_sensitive/bgee_v15_0/rna_seq/ref_intergenic_15/10090_intergenic.fa.gz
10090		125	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive/FASTQ/scRNAseq/Full_length/ERX1226329	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive/rna_seq/GTF_15/Mus_musculus.GRCm38.transcriptome_wo_intergenic.fa	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive/rna_seq/GTF_15/Mus_musculus.GRCm38.transcriptome.gtf	/scratch/beegfs/FAC/FBM/DEE/bgee_sensitive/bgee_v15_0/scRNA-Seq_all_results_bgee_v15_0/FULL_LENGTH/BgeeCall/ERX1226329	/scratch/beegfs/FAC/FBM/DEE/bgee_sensitive/bgee_v15_0/rna_seq/ref_intergenic_15/10090_intergenic.fa.gz
10090		125	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive/FASTQ/scRNAseq/Full_length/ERX1226330	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive/rna_seq/GTF_15/Mus_musculus.GRCm38.transcriptome_wo_intergenic.fa	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive/rna_seq/GTF_15/Mus_musculus.GRCm38.transcriptome.gtf	/scratch/beegfs/FAC/FBM/DEE/bgee_sensitive/bgee_v15_0/scRNA-Seq_all_results_bgee_v15_0/FULL_LENGTH/BgeeCall/ERX1226330	/scratch/beegfs/FAC/FBM/DEE/bgee_sensitive/bgee_v15_0/rna_seq/ref_intergenic_15/10090_intergenic.fa.gz
10090		125	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive/FASTQ/scRNAseq/Full_length/ERX1226331	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive/rna_seq/GTF_15/Mus_musculus.GRCm38.transcriptome_wo_intergenic.fa	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive/rna_seq/GTF_15/Mus_musculus.GRCm38.transcriptome.gtf	/scratch/beegfs/FAC/FBM/DEE/bgee_sensitive/bgee_v15_0/scRNA-Seq_all_results_bgee_v15_0/FULL_LENGTH/BgeeCall/ERX1226331	/scratch/beegfs/FAC/FBM/DEE/bgee_sensitive/bgee_v15_0/rna_seq/ref_intergenic_15/10090_intergenic.fa.gz
10090		125	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive/FASTQ/scRNAseq/Full_length/ERX1226332	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive/rna_seq/GTF_15/Mus_musculus.GRCm38.transcriptome_wo_intergenic.fa	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive/rna_seq/GTF_15/Mus_musculus.GRCm38.transcriptome.gtf	/scratch/beegfs/FAC/FBM/DEE/bgee_sensitive/bgee_v15_0/scRNA-Seq_all_results_bgee_v15_0/FULL_LENGTH/BgeeCall/ERX1226332	/scratch/beegfs/FAC/FBM/DEE/bgee_sensitive/bgee_v15_0/rna_seq/ref_intergenic_15/10090_intergenic.fa.gz
10090		125	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive/FASTQ/scRNAseq/Full_length/ERX1226333	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive/rna_seq/GTF_15/Mus_musculus.GRCm38.transcriptome_wo_intergenic.fa	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive/rna_seq/GTF_15/Mus_musculus.GRCm38.transcriptome.gtf	/scratch/beegfs/FAC/FBM/DEE/bgee_sensitive/bgee_v15_0/scRNA-Seq_all_results_bgee_v15_0/FULL_LENGTH/BgeeCall/ERX1226333	/scratch/beegfs/FAC/FBM/DEE/bgee_sensitive/bgee_v15_0/rna_seq/ref_intergenic_15/10090_intergenic.fa.gz
10090		125	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive/FASTQ/scRNAseq/Full_length/ERX1226334	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive/rna_seq/GTF_15/Mus_musculus.GRCm38.transcriptome_wo_intergenic.fa	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive/rna_seq/GTF_15/Mus_musculus.GRCm38.transcriptome.gtf	/scratch/beegfs/FAC/FBM/DEE/bgee_sensitive/bgee_v15_0/scRNA-Seq_all_results_bgee_v15_0/FULL_LENGTH/BgeeCall/ERX1226334	/scratch/beegfs/FAC/FBM/DEE/bgee_sensitive/bgee_v15_0/rna_seq/ref_intergenic_15/10090_intergenic.fa.gz
10090		125	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive/FASTQ/scRNAseq/Full_length/ERX1226335	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive/rna_seq/GTF_15/Mus_musculus.GRCm38.transcriptome_wo_intergenic.fa	/data/FAC/FBM/DEE/mrobinso/bgee_sensitive/rna_seq/GTF_15/Mus_musculus.GRCm38.transcriptome.gtf	/scratch/beegfs/FAC/FBM/DEE/bgee_sensitive/bgee_v15_0/scRNA-Seq_all_results_bgee_v15_0/FULL_LENGTH/BgeeCall/ERX1226335	/scratch/beegfs/FAC/FBM/DEE/bgee_sensitive/bgee_v15_0/rna_seq/ref_intergenic_15/10090_intergenic.fa.gz
